Last Login Date,Login IP Address,Login Country,Login City,Login Platform,Login Application Version,Last Known Mobile Location,Mobile Client Location Accuracy,Last Known Mobile Client Type
2026-05-12T13:27:23Z,46.15.5.139,NO,Oslo,android,2026.19.1,,,Android 16 google Pixel 9 Pro caiman 16
